sent1	sent2	sick	glove_orig	glove_v1	glove_v2	sbert_orig	sbert_v1	sbert_v2	sbert
A man is sitting peacefully on a boat in front of the sunset near a flag	A man is sitting on a boat in font of the sunset, near a flag	0.825	0.833	0.833	0.833	0.833	0.833	0.833	0.90789104
A concentrated woman is playing flute	A woman is playing flute	0.825	0.857	0.857	0.955	0.857	0.857	0.857	0.9328725
A camera is being hammered onto the nail by the man	The man is hammering a nail with a camera	0.825	1.0	1.0	1.0	1.0	1.0	1.0	0.8912319
A dog is looking around	A dog is looking at a piece of furniture in a shop	0.825	0.625	0.625	0.625	0.693	0.693	0.693	0.25650275
A woman is penciling on eyeshadow	A woman is putting cosmetics on her eyelid	0.825	0.4	0.4	0.4	0.4	0.4	0.4	0.31625688
A tiger cub is roaring	A tiger cub is making a sound	0.825	0.667	0.6	0.667	0.667	0.52	0.667	0.6989004
A man in a car is pulling up beside a woman who is walking along the street	A man in a car is pulling up beside a woman that is who along a road	0.825	0.844	0.844	0.844	0.849	0.849	0.849	0.9382179
A dog in a colored coat is running swiftly across the yard	A dog in a colored coat is running across the yard	0.825	0.933	0.933	0.933	0.933	0.933	0.933	0.8674504
Three men are looking absent mindedly into the distance	Three men are staring at the big green hills in the distance	0.825	0.538	0.538	0.538	0.567	0.567	0.49	0.58589256
The man is abruptly knocked off of a horse	The man is being knocked off of a horse	0.825	0.889	0.889	0.889	0.889	0.889	0.889	0.9357616
The woman is penciling on eyeshadow	A woman is putting cosmetics on her eyelid	0.825	0.4	0.4	0.4	0.4	0.4	0.4	0.29583424
Two men are holding fishing poles and fishing tackle	Two men are holding fishing poles	0.825	0.818	0.818	0.965	0.818	0.818	0.818	0.92016333
Someone is scratching the belly of an animal	Someone is stroking the belly of an animal	0.825	0.75	0.75	0.75	0.75	0.75	0.75	0.78334165
The woman is wearing ear protection and is firing a gun at an indoor shooting range	A woman is shooting at target practice	0.825	0.276	0.296	0.276	0.276	0.296	0.276	0.5372559
A cat is playing a piano	The cat is playing keyboards	0.825	0.941	0.941	0.941	0.833	0.833	0.833	0.6530714
A girl in blue is sliding down a green slide	The young girl in blue is having fun on a slide	0.825	0.436	0.436	0.398	0.432	0.393	0.393	0.8059474
A woman is carefully applying cosmetics to her eyelid	A woman is using an eye pencil and is applying eye liner to her eyelid	0.825	0.414	0.481	0.414	0.414	0.475	0.414	0.7420594
A shirtless man is escorting a horse that is pulling a carriage along a dirty road	A shirtless man is leading a horse that is pulling a carriage	0.825	0.625	0.69	0.668	0.625	0.659	0.625	0.86569995
A person is putting meat into a skillet carelessly	A person is putting meat into a skillet	0.825	0.8	0.8	0.8	0.8	0.8	0.8	0.7845625
A girl in blue is sliding down a green slide	The young girl in blue is enjoying a slide	0.825	0.436	0.436	0.436	0.432	0.432	0.385	0.77551067
A man is playing the guitar	A man is playing the instrument	0.825	0.935	0.935	0.935	0.833	0.833	0.833	0.6787371
The man is lifting barbells	The man is lifting weights	0.825	0.833	0.833	0.833	0.833	0.833	0.833	0.8539668
Two large dogs, a light colored one and a dark one, are running through snowy terrain	Two dogs are leaping through snowy grass and rocks	0.825	0.397	0.464	0.421	0.433	0.487	0.433	0.8194208
A brown dog is running through the grass which is tall and green	A golden dog is running through a field of tall grass	0.825	0.795	0.802	0.795	0.75	0.761	0.75	0.7272117
The man is doing floor exercises	A man is doing exercises	0.825	0.786	1.01	0.936	0.786	0.939	0.786	0.7175104
The man is pouring some oil on the tomatoes	One person pours oil on a few tomatoes	0.825	0.786	0.786	0.786	0.731	0.731	0.731	0.74940777
A man is rising from a swamp	A man is coming out of the water	0.825	0.5	0.5	0.5	0.635	0.635	0.635	0.65099204
Some fish are swimming quickly	A fish is swimming	0.825	0.667	0.667	0.833	0.667	0.667	0.667	0.7073696
The cat is licking milk from a saucer	The cat is hungrily drinking milk	0.825	0.625	0.625	0.625	0.625	0.625	0.625	0.782102
The person is dicing up a pepper which is orange	A cook is slicing some bell peppers	0.825	0.5	0.555	0.5	0.5	0.49	0.5	0.494881
A man is riding a horse	There is no woman riding a horse	0.825	0.833	0.833	0.833	0.714	0.714	0.714	0.42824978
A man is carrying a tree	A man is carrying a plant	0.825	0.917	0.917	0.917	0.922	0.922	0.922	0.72218007
A brown and white dog is playing on the lawn	A dog is playing on the green grass	0.825	0.423	0.423	0.423	0.46	0.46	0.46	0.81203634
Two children are playing on a statue	Some children are playing on a statue	0.825	0.875	0.875	0.875	0.875	0.875	0.875	0.8359904
The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks	A young man with brown hair and sunglasses is sitting in front of some cans of soda	0.825	0.573	0.643	0.573	0.539	0.587	0.551	0.89391756
A girl is playing a flute	A wind instrument is being played by a girl	0.825	0.801	0.915	0.801	0.79	0.941	0.79	0.58213425
Two white dogs and one brown dog are chasing a ball	Two white dogs are playing with a brown dog and a ball	0.825	0.647	0.647	0.699	0.647	0.62	0.647	0.836841
The man is riding a horse by a creek	A horse is being ridden by a man	0.825	0.857	0.857	0.857	0.857	0.857	0.857	0.67117393
A man is opening a small package that contains headphones	A man is opening a package that contains headphones	0.825	0.909	0.909	0.972	0.909	0.909	0.909	0.9330281
A brown dog is standing in a lake	A brown dog is standing in the water	0.825	0.954	0.947	0.954	0.958	0.898	0.958	0.8619914
A group of people is near the ocean	A crowd of people is near the water	0.825	0.829	0.829	0.829	0.892	0.892	0.892	0.7887966
Two white dogs are playing with a brown dog and a ball	Two white dogs and one brown dog are chasing a toy	0.825	0.536	0.558	0.536	0.505	0.525	0.505	0.68585455
The man is riding a horse by a creek	A man is riding a horse	0.825	0.857	0.857	0.857	0.857	0.857	0.857	0.806702
The machine is shaving the end of a pencil	A pencil is being sharpened	0.825	0.333	0.333	0.333	0.333	0.333	0.333	0.61779237
A man and a woman are driving down the street in a jeep	A man and a woman are driving down the road in a car	0.825	0.954	0.954	0.954	0.946	0.946	0.946	0.84472156
The oriental lady is cutting a carrot into thin pieces	A carrot is being sliced by a woman	0.825	0.397	0.464	0.439	0.475	0.537	0.475	0.819238
A large flute is being played by a man	A man is playing a flute	0.825	0.857	1.001	0.929	0.857	1.019	0.857	0.8645255
The guitar is being played by a lady	The guitar is being played by a girl	0.825	0.928	0.928	0.928	0.984	0.984	0.984	0.9541165
A black dog is jumping from a dock into the water	A black animal is jumping from a dock into the water	0.825	0.918	0.918	0.918	0.924	0.924	0.924	0.88441515
One young boy is climbing a wall made of rock	A young child is climbing a rock climbing wall which is indoors	0.825	0.697	0.722	0.697	0.698	0.623	0.698	0.7011838
A man is wearing a blue shirt which has long sleeves and jeans and is riding a unicycle down a street	A man is wearing a blue checkered shirt and riding a unicycle in the street	0.825	0.604	0.65	0.604	0.613	0.603	0.604	0.89474106
A dog is opening a can of food	A dog is opening a jar of food	0.825	0.75	0.75	0.75	0.75	0.75	0.75	0.9100783
A bunch of guys is on the shore	A bunch of people is on the shore	0.825	0.946	0.946	0.946	0.949	0.949	0.949	0.7842497
A man is cutting a big rope with a sword	A man is cutting a thick rope with a sword	0.825	0.8	0.904	0.8	0.843	0.894	0.843	0.98280185
A woman is slicing an eggplant	A woman is slicing a vegetable	0.825	0.918	0.918	0.918	0.833	0.833	0.833	0.37547982
A large dog and a small dog are standing next to the kitchen counter and are sniffing	A large dog and a small dog are standing next to the kitchen counter and are investigating	0.825	0.957	0.95	0.957	0.957	0.88	0.957	0.9023733
A man is speaking on a stage	A man is speaking on a podium	0.825	0.833	0.833	0.833	0.833	0.833	0.833	0.7195773
A girl is skipping rope on a sidewalk	A girl is skipping rope on near a street	0.825	0.731	0.731	0.731	0.756	0.756	0.756	0.93784654
Two boy are playing on a trampoline	Some children are jumping on a trampoline	0.825	0.594	0.594	0.594	0.597	0.597	0.597	0.6364207
The woman is cracking two eggs into a glass bowl	A woman is cracking an egg into a bowl	0.825	0.8	0.8	0.9	0.8	0.8	0.8	0.8022076
A couple standing on the curb	A man and a woman are standing on the curb	0.825	0.697	0.697	0.697	0.625	0.625	0.625	0.70562434
A man is standing on a dirt hill next to a black jeep	A man is standing on a dirt hill next to a black car	0.825	0.978	0.976	0.978	0.965	0.925	0.965	0.8867874
A dog is running towards a ball	A dog is running towards a toy	0.825	0.833	0.833	0.833	0.833	0.833	0.833	0.76879984
A boy is spanking a man with a plastic sword	A boy is whacking a man with a sword	0.825	0.889	0.889	0.953	0.889	0.889	0.889	0.79956377
A young boy wearing a red swimsuit is jumping into a blue kiddies pool	A kid wearing red shorts is jumping into a paddling pool	0.825	0.674	0.8	0.75	0.674	0.767	0.674	0.7490435
A man who is playing is running with the ball in his hands	A player is running with the ball	0.825	0.816	0.816	0.816	0.794	0.794	0.794	0.73155487
A rock is being climbed by a person with a rope, which is pink	One man is climbing a cliff with a rope	0.825	0.57	0.57	0.57	0.593	0.593	0.593	0.6856578
A man is cutting pieces of butter into a mixing bowl	A man is adding pieces of butter to a mixing bowl	0.825	0.833	0.833	0.833	0.833	0.833	0.833	0.95054734
A man is playing a bamboo flute	A flute is being played by the man	0.825	0.857	1.027	0.953	0.857	1.001	0.857	0.76057535
A large dog and a small dog are standing next to the kitchen counter and are investigating	Two dogs are looking up at a kitchen countertop	0.825	0.351	0.45	0.351	0.407	0.41	0.409	0.71999943
A woman is putting on eyeshadow	The woman is putting make-up on	0.825	0.833	0.833	0.833	0.833	0.833	0.833	0.60068405
A woman is wearing an Egyptian hat on her head	A woman is wearing an Egyptian headdress	0.825	0.815	0.529	0.815	0.815	0.58	0.815	0.8029668
A person is combing the fur of a cat	The person is brushing a cat	0.825	0.429	0.429	0.429	0.429	0.429	0.429	0.77776307
A boy is wearing a hat and is walking in the wet sand	A boy is wearing a white hat and is running on the beach	0.825	0.794	0.794	0.794	0.781	0.781	0.781	0.5514285
A man is drilling a hole in a piece of wood	Someone is making a hole in a strip of wood with a drill	0.825	0.516	0.516	0.516	0.508	0.508	0.508	0.76702684
A small cat is opening a plastic drawer with its paws and jumping inside	A cat is opening a drawer and climbing inside	0.825	0.748	0.812	0.748	0.745	0.791	0.745	0.84202605
A black dog is running in the grass and its tongue is hanging out	A dog, which is black, is running in the grass	0.825	0.583	0.583	0.583	0.583	0.583	0.583	0.746813
A man with a white hat and brown shirt is behind a woman in red and is looking to the right	A man with a white hat and brown shirt is behind a woman in red and is looking to the left	0.825	0.966	0.964	0.966	0.966	0.951	0.966	0.8883076
Children are playing in a fountain that is spraying water from the ground	Children are playing in ground fountains	0.825	0.7	0.657	0.7	0.7	0.656	0.7	0.8515393
A monkey is wading through a river	A small monkey is walking through water	0.825	0.626	0.73	0.626	0.669	0.768	0.669	0.7662021
Swimmers are racing in a lake	Some racers are swimming in a lake	0.825	0.667	0.554	0.667	0.667	0.49	0.667	0.855911
A man is talking to the woman who is seated beside him and is driving a car	A woman is driving a car and is talking to the man who is seated beside her	0.825	0.668	0.668	0.668	0.663	0.663	0.663	0.97102964
A small monkey is walking in the river	A small monkey is walking through water	0.825	0.778	0.75	0.778	0.778	0.701	0.778	0.8817556
One man is doing floor exercises	A man is doing exercises	0.825	0.687	0.875	0.944	0.687	0.814	0.687	0.70713717
A brown duck with a green head is flapping its wings in the water	A bird is flapping its wings on the water	0.825	0.504	0.504	0.504	0.501	0.501	0.501	0.58479446
The child is splashing water in a small blue pool	A baby is splashing inside a blue paddling pool	0.825	0.521	0.664	0.521	0.491	0.452	0.491	0.9204633
A child in a red outfit is dangerously jumping on a trampoline	A child in a red outfit is jumping on a trampoline	0.825	0.833	0.833	0.833	0.833	0.833	0.833	0.8731786
A man is picking up a tree	A man is carrying a tree	0.825	0.667	0.667	0.667	0.667	0.667	0.667	0.7819575
A man and a woman are hiking through a wooded area	A man and a woman are walking together through the woods	0.825	0.59	0.59	0.642	0.538	0.538	0.538	0.86519927
A teenager is playing the guitar	A kid is playing a guitar	0.825	0.923	0.923	0.923	0.952	0.952	0.952	0.78604865
Two people are sitting on a park bench on a sunny day	Two people are sitting on a park bench on a hot day	0.825	0.786	0.822	0.786	0.807	0.748	0.807	0.9421839
A man is drinking orange juice and walking on a sunny day	A man is drinking orange juice and walking	0.825	0.867	0.897	0.867	0.867	0.897	0.867	0.89820313
The squirrel is running in circles	An animal is running in circles	0.825	0.833	0.833	0.833	0.923	0.923	0.923	0.80663514
The man is going into the lake	The person is going into the water	0.825	0.897	0.897	0.897	0.867	0.867	0.867	0.60295606
A cute puppy is repeatedly rolling from side to side on its back	A dog is rolling from side to side	0.825	0.741	0.847	0.805	0.731	0.812	0.731	0.6800525
The person is going into the sea	The person is going into the water	0.825	0.943	0.943	0.943	0.926	0.926	0.926	0.71454275
A guy is leaping into the air in wood	A guy is leaping into the air in a wooded area	0.825	0.778	0.778	0.778	0.778	0.778	0.778	0.83787197
A woman is adding ingredients to a big bowl	A woman is cracking some eggs into a bowl	0.825	0.567	0.61	0.567	0.5	0.567	0.569	0.48131752
People are sitting around a bonfire at night	Several people are sitting around a fire at night	0.825	0.846	0.846	0.846	0.906	0.906	0.906	0.83689386
