sent1	sent2	theme	score
But this time, Elena accompanied him as his sweetheart, and therefore there is nothing like it, he says.	But this time, Elena accompanied it as a sweetheart, and therefore there is nothing like this, he says.	postediting	
But it is difficult to convince people to give their blood, but above all to retain and encourage them to become regular donor.	But it is difficult to convince people to give their blood, but above all to retain and encourage them to become regular donors.	postediting	
1001, the antistress number	1001, the number antistress	postediting	
The first time this has happened that may surprise you, but in reality it does not matter.	"""However, it has not led to any conclusion on this point."	postediting	
Among the groups of internal trade and in the allocation of sectors, in August, the initiators of profit on investment which showed a rise of monthly price the most significant (0.7 percent).	Among the groups of internal trade and according to the allocation of sectors, in August, the initiatoring sectors of profit on investment showed  the most significant rise of monthly price (0.7 percent).	postediting	
Since I was very little I loved clothes; I love to go to my grandmother's house to look in my aunt's closet, and to see her clothes.	Since I am very small clothes plaisaient me; I désirai go to my grandmother to look in the filing of my aunt, and to see his clothes.	postediting	
At the trial against him, last week he had secured his release but with a compulsory house arrest in Grottaferrata.	At the trial against him, last week it had secured the release domiciliaire transformed into a house with Grottaferrata.	postediting	
"""We are pleased with the progress achieved tonight, and we greatly appreciate the efforts of both parties to stabilize our financial markets and to protect our economy,"" said Tony Fratto, the spokesman for the White House."	"""We are pleased with the progress achieved this night, and we greatly appreciate the efforts of both parties to stabilize our financial markets and to protect our economy,"" said Tony Fratto, the spokesman for the White House."	postediting	
The first new of the failure of the rescue plan have driven the Dow Jones temporarily 700 points.	The first news of the failure of the rescue plan has seen Dow Jones temporarily loose 700 points.	postediting	
A great tragedy arrived	A great tragedy occurs	postediting	
The change of strategy is welcome.	The change of strategy is welcome.	postediting	
The genial thug in the brilliant The Sting, winner of an Oscar for best film in 1973.	This malfrat appealing in the scam brillantissime The Sting (L), Oscar for best film in 1973.	postediting	
It would be absurd to buy expensive gramophone for the house a high-end to put the new album of Maxim Turbulenc.	It would be absurd to buy an expensive and high-end gramophone for the house to play the new album of Maxim Turbulenc.	postediting	
